customer_id,area,time_of_day,plan_type,tenure_months,latency_ms,packet_loss_percent,churn_flag
42,Rajajinagar,Afternoon,Premium,1,175.49507032856638,3.200709606136625,1
43,Yelahanka,Night,Standard,4,120.03748070766923,4.680526639214181,0
44,Rajajinagar,Afternoon,Standard,5,170.7394224407521,2.8171229766757726,1
45,Koramangala,Morning,Premium,5,205.18211142386403,3.741781883677973,1
46,Electronic City,Afternoon,Standard,2,230.62149989977493,7.401923460493537,0
47,Yelahanka,Evening,Basic,4,143.10682357140246,0.13685521052810268,0
48,Electronic City,Night,Standard,2,84.16204681974611,2.3143313029214263,0
49,Whitefield,Afternoon,Premium,4,51.01622792712246,4.264036064153169,1
50,Koramangala,Morning,Standard,1,179.78188152229785,3.5825856442921773,1
51,Indiranagar,Night,Standard,5,63.32840430562871,3.0622258913760656,0
52,Koramangala,Evening,Basic,1,156.0020184488728,1.049850616561538,1
53,Yelahanka,Night,Premium,4,193.88387299572594,5.081266484784434,1
54,Indiranagar,Evening,Standard,5,131.84106283379785,3.747554511476968,1
55,Whitefield,Night,Standard,2,65.20282810958233,5.607311595599635,0
56,Yelahanka,Afternoon,Basic,3,77.00293203735674,6.597710120262904,1
57,HSR Layout,Afternoon,Basic,2,94.00917959876848,3.8951312087885523,0
58,Electronic City,Morning,Premium,3,133.79717308318337,7.314195257886734,1
59,Whitefield,Evening,Premium,2,200.2073690696458,6.61356353941939,1
60,Electronic City,Morning,Basic,4,140.58783852790515,2.90888389011469,1
61,Rajajinagar,Afternoon,Basic,1,247.66489246311775,7.661362881623925,1
62,HSR Layout,Evening,Basic,3,192.04396251747636,5.64016599527368,1
63,HSR Layout,Morning,Basic,4,154.77403099967535,7.195040201163438,0
64,Whitefield,Morning,Basic,1,136.4221301781201,0.0,0
65,HSR Layout,Morning,Premium,1,115.11664046147759,5.675969942010392,1
66,Indiranagar,Morning,Premium,5,147.46461856470427,4.779097301825065,0
67,HSR Layout,Morning,Basic,5,167.1178915696247,1.957594047094032,1
68,Electronic City,Evening,Standard,5,156.06064485040153,0.25341527419470644,0
69,Electronic City,Morning,Basic,3,115.06956022713433,3.6238337371366347,1
70,Yelahanka,Evening,Basic,3,88.40388423619191,4.1248492048401175,0
71,Electronic City,Morning,Basic,1,233.1282874132247,2.529341955808849,1
72,Yelahanka,Afternoon,Standard,3,171.71239792777877,2.1245784384435997,1
73,Electronic City,Afternoon,Basic,1,157.77513430604932,2.6270718288911823,0
74,Indiranagar,Morning,Standard,4,165.31938396935274,2.316469500036212,0
75,Yelahanka,Night,Basic,2,195.0681179513697,6.327515906245524,1
76,Koramangala,Afternoon,Basic,1,116.60667320840018,1.9918313526297267,0
77,Rajajinagar,Evening,Basic,1,133.51747324754152,0.0,0
78,Whitefield,Morning,Premium,4,102.37494380321078,5.964411392064386,0
79,Electronic City,Evening,Standard,5,139.64053408221713,6.285447718472003,0
80,HSR Layout,Night,Premium,6,106.20285989652852,3.6991211039877836,0
81,Electronic City,Morning,Basic,5,89.68131878382906,1.1807611239804925,0
82,HSR Layout,Afternoon,Basic,5,59.015759079109344,0.0,1
83,Rajajinagar,Evening,Basic,1,222.90183170892914,4.087047790282598,1
84,Rajajinagar,Afternoon,Basic,1,123.27283503823406,5.28162171722375,0
85,Rajajinagar,Afternoon,Standard,3,164.33776443383763,1.967928433530295,0
86,HSR Layout,Morning,Basic,3,144.8179215648662,6.005059077724275,1
87,Electronic City,Evening,Basic,2,164.86130724322356,0.42102930248746073,1
88,Rajajinagar,Night,Standard,2,40.0,4.178744507712899,0
89,Indiranagar,Afternoon,Standard,6,116.5056844809051,0.0,1
90,Yelahanka,Morning,Premium,3,197.97706221024555,1.6278609028342808,1
91,HSR Layout,Morning,Basic,1,237.15339116937974,0.0,1
92,HSR Layout,Night,Standard,4,121.77424792763006,5.410289038772666,0
93,Electronic City,Morning,Basic,3,127.53707151391167,4.852682728323254,0
94,HSR Layout,Afternoon,Premium,1,193.32077564485724,10.0,1
95,HSR Layout,Morning,Standard,3,162.036405497205,4.485650966951863,0
96,Rajajinagar,Evening,Standard,5,141.4818786275658,2.925588934267754,0
97,Electronic City,Evening,Basic,3,136.77242533277806,1.4216370329269048,0
98,Rajajinagar,Afternoon,Standard,6,111.4761766158744,6.464517206227409,0
99,Yelahanka,Evening,Basic,5,109.72743569778532,10.0,0
100,Yelahanka,Night,Standard,1,146.60201733424987,6.522502890105818,1
101,Rajajinagar,Morning,Premium,5,155.83299059752537,4.5292967627475464,0
102,Yelahanka,Afternoon,Premium,3,158.43528188022117,4.174440704726555,0
103,Electronic City,Night,Standard,5,105.72662130316633,0.0,0
104,Whitefield,Morning,Premium,6,206.62986594389542,6.199435720558469,1
105,Rajajinagar,Night,Basic,4,58.9359626471708,2.2045820855351295,0
106,Indiranagar,Afternoon,Premium,5,166.4808092386685,0.9960333754362578,0
107,Indiranagar,Afternoon,Standard,6,113.00333246787307,3.5320191893583974,0
108,HSR Layout,Night,Standard,5,96.70544463525525,2.052481399505713,1
109,Yelahanka,Morning,Premium,2,123.7586169931513,1.690360783588162,1
110,Indiranagar,Evening,Premium,4,60.41950205338915,2.7777543651001753,1
111,HSR Layout,Evening,Basic,1,157.71372588981274,0.0,1
112,Whitefield,Night,Premium,6,220.72421522423787,3.348768534150369,0
113,Electronic City,Afternoon,Basic,5,107.78610457058429,4.6025453646512915,1
114,Electronic City,Morning,Premium,4,257.5432359048174,1.525962290920969,1
115,Electronic City,Morning,Standard,1,96.95693722436243,7.368039833733552,1
116,Indiranagar,Afternoon,Basic,4,118.83818320373221,2.569438063293693,1
117,Whitefield,Evening,Standard,6,207.99055577680036,1.305220488966384,0
118,Indiranagar,Morning,Standard,2,80.14371614843492,6.04232804005307,1
119,Yelahanka,Night,Standard,6,128.6690246668089,4.161267503268603,0
120,Indiranagar,Evening,Basic,6,225.9525929760241,7.354680306429787,1
121,Whitefield,Night,Basic,1,81.05386430924959,8.018450574811563,0
122,Whitefield,Evening,Premium,1,169.52760646657103,0.5463719176510193,0
123,Yelahanka,Afternoon,Basic,5,165.52930617516336,9.565806623151001,1
124,Whitefield,Night,Standard,3,43.863171723453235,0.0,1
125,Whitefield,Night,Standard,6,109.22165353779968,0.8293048018560891,0
126,Electronic City,Afternoon,Basic,1,259.0745550666819,0.6581320629183867,1
127,Yelahanka,Night,Standard,6,151.18976852748946,7.371516263728174,0
128,Koramangala,Evening,Standard,6,159.1917408917041,5.297678746218741,1
129,Koramangala,Morning,Standard,1,151.89679908610162,4.690891914334069,0
130,Whitefield,Morning,Basic,2,242.14005092032517,0.0,1
131,Koramangala,Afternoon,Standard,2,91.31116855240734,3.9432605484792567,0
132,Koramangala,Evening,Basic,6,106.07702239847245,10.0,1
133,Whitefield,Night,Premium,2,134.46223004738874,5.288929342204003,0
134,Koramangala,Night,Basic,6,167.78669923357586,3.1796374057739154,0
135,Indiranagar,Morning,Premium,5,147.6854207694299,6.7031911294494115,0
136,HSR Layout,Night,Standard,1,149.09951628091207,4.36424100875505,0
137,Yelahanka,Morning,Premium,6,112.39067218735646,2.7502312005781553,0
138,HSR Layout,Afternoon,Standard,2,170.35555242516924,2.3017498105642518,1
139,Whitefield,Night,Basic,2,45.3861658351954,5.3557525851258845,0
140,Electronic City,Evening,Premium,4,112.6221380066798,3.2968377976612104,1
141,Yelahanka,Night,Basic,4,98.94091753655832,4.417705765045177,0
142,Whitefield,Morning,Basic,2,84.93819769884621,0.0,0
143,Electronic City,Afternoon,Basic,5,50.96664591376937,3.7263191122232486,0
144,HSR Layout,Morning,Premium,3,151.6258068764662,1.3496395616694237,1
145,Whitefield,Night,Standard,6,161.4797079992165,6.592950173649342,0
146,Yelahanka,Morning,Standard,4,161.8362341091179,1.3522573056557516,0
147,Yelahanka,Morning,Standard,6,187.0650817128231,2.0869212209408756,1
148,Rajajinagar,Afternoon,Standard,4,195.7740722510514,0.6191815542577586,1
149,Indiranagar,Evening,Premium,1,40.0,6.072330727391831,0
150,Koramangala,Night,Basic,1,171.5465639706098,5.292510528105913,1
151,Electronic City,Afternoon,Premium,2,149.12463819654195,1.2586971897940469,0
152,Rajajinagar,Evening,Basic,1,148.5679092410622,1.6851656510614905,0
153,Koramangala,Morning,Basic,1,133.80683659828497,5.98184524646725,1
154,Koramangala,Evening,Standard,3,112.48031819267365,9.107310949174284,1
155,Whitefield,Morning,Standard,5,166.39409367456216,5.119674539446242,0
156,Koramangala,Morning,Standard,2,90.98067702335507,6.870555286904805,1
157,Indiranagar,Afternoon,Basic,3,195.142784061268,3.340010152635742,1
158,Yelahanka,Morning,Basic,2,115.11688036016614,1.3440499181102514,1
159,Rajajinagar,Afternoon,Standard,5,40.0,3.581321929105556,0
160,Koramangala,Evening,Standard,2,145.63041971186382,6.71470113606854,0
161,Whitefield,Evening,Basic,6,81.12967096448332,2.584408278150556,1
162,Indiranagar,Morning,Standard,6,80.08998344492983,3.1339453884220383,1
163,HSR Layout,Afternoon,Basic,6,174.18985438431406,9.562084330615328,0
164,Yelahanka,Morning,Basic,1,186.73497107577901,8.409681290755902,1
165,Yelahanka,Afternoon,Basic,5,134.54898541714672,4.35819280828795,0
166,Rajajinagar,Afternoon,Premium,3,40.0,6.948485457717079,0
167,Yelahanka,Afternoon,Standard,3,166.570959211592,1.027862592754948,1
168,Koramangala,Evening,Basic,4,124.02260146258304,5.6623610180841535,0
169,Whitefield,Afternoon,Standard,3,208.9131102545938,4.267073741075068,1
170,Yelahanka,Evening,Premium,6,238.35660900707734,5.053785712470419,1
171,Yelahanka,Afternoon,Standard,6,64.78646710254392,0.6388105700378452,1
172,HSR Layout,Evening,Premium,4,263.6291956693791,0.12503150697958532,0
173,HSR Layout,Night,Basic,1,62.087298138546075,2.598993221883358,0
174,Electronic City,Evening,Premium,3,113.0817954778993,0.5826124554152572,0
175,Indiranagar,Evening,Standard,5,191.31468640655163,1.626420911348772,1
176,Koramangala,Morning,Basic,4,103.91749529978263,10.0,0
177,Yelahanka,Afternoon,Standard,3,99.33333900822619,7.078955305536024,1
178,Yelahanka,Night,Premium,1,54.67762217919443,4.866075634077053,1
179,Whitefield,Morning,Premium,5,73.21730885071794,5.125413453104077,1
180,Electronic City,Afternoon,Standard,5,99.2830039494073,5.04252077970526,1
181,Indiranagar,Night,Basic,1,178.72004700760237,3.5226758426914975,1
182,Electronic City,Night,Standard,3,223.92574478384503,4.8089151920670075,1
183,Rajajinagar,Night,Basic,2,102.07076434138327,6.367385505458058,0
184,Indiranagar,Afternoon,Basic,3,119.96137685240011,3.423118860756874,1
185,Yelahanka,Night,Standard,4,90.3064465394951,7.609552332853376,0
186,Yelahanka,Night,Premium,4,63.588837780728014,3.3915177295649137,1
187,Indiranagar,Morning,Standard,3,63.72365694082863,1.5190575344218331,0
188,Yelahanka,Evening,Basic,6,76.2246799706588,4.65583059700952,0
189,Koramangala,Afternoon,Standard,4,137.49568312834057,3.518699851830911,0
190,Indiranagar,Evening,Premium,2,108.57827364201859,3.361615597627822,0
191,Electronic City,Morning,Standard,6,121.13768802619896,6.200294803316467,1
192,Indiranagar,Evening,Standard,2,159.8404043654619,3.0916993393564915,0
193,Yelahanka,Night,Premium,5,135.37431512821803,1.6669363105040405,0
194,Koramangala,Night,Premium,4,81.77126424490459,3.0241353916405487,0
195,Koramangala,Afternoon,Basic,6,187.8638570691349,2.1510991399396016,0
196,Rajajinagar,Afternoon,Basic,3,40.0,2.122889456080359,1
197,Electronic City,Afternoon,Premium,6,101.30319862952001,6.446666700801201,0
198,HSR Layout,Morning,Standard,5,226.1086020032941,1.4442148988627501,1
199,HSR Layout,Afternoon,Basic,2,157.02503720085394,4.296412411782373,0
200,Indiranagar,Morning,Standard,5,50.088480813909,3.16944841922957,0
201,Rajajinagar,Night,Standard,1,60.83420142349431,3.725097122692884,0
202,Whitefield,Evening,Premium,4,123.00355190906879,0.0,1
203,Indiranagar,Night,Basic,3,115.66910192103006,5.60954234488695,0
204,Rajajinagar,Night,Standard,2,175.45355989251763,3.2984907983339173,0
205,Electronic City,Night,Premium,5,196.53744877718788,6.428762064271112,1
206,Electronic City,Afternoon,Basic,3,114.21923442022644,4.999476168670717,0
207,Electronic City,Afternoon,Basic,4,134.73277270552316,4.121148781049996,0
208,Electronic City,Afternoon,Premium,3,88.37167221800203,4.018517390138557,0
209,Electronic City,Evening,Standard,4,132.10833059397154,9.598666862322247,0
210,Rajajinagar,Afternoon,Standard,4,88.74834629256208,1.9922839848564493,0
211,Rajajinagar,Morning,Standard,4,141.21895487084902,4.730224942547216,0
212,Koramangala,Night,Basic,5,108.67605558163336,4.597110611529433,1
213,HSR Layout,Evening,Premium,4,171.28186793309666,0.0,1
214,Yelahanka,Evening,Basic,3,192.47037353076973,3.852813793271816,1
215,Electronic City,Evening,Basic,1,204.6969601554224,0.10619746077902725,1
216,Whitefield,Evening,Basic,3,141.8043842653351,3.8302176833214943,0
217,Yelahanka,Evening,Basic,5,170.3565002438591,0.0,0
218,Rajajinagar,Morning,Premium,4,115.0196577784259,4.95328133228033,1
219,Whitefield,Night,Premium,1,97.95790036338283,0.8502840372612632,1
220,Whitefield,Evening,Premium,5,71.62752736245022,3.9702964975179817,0
221,Whitefield,Night,Standard,2,157.92905822924456,0.0,0
222,Koramangala,Afternoon,Standard,2,40.0,5.1889650906539595,0
223,Rajajinagar,Evening,Standard,2,183.6476606471293,3.803595505340089,1
224,Whitefield,Evening,Premium,1,122.05985771180157,3.540064254241252,0
225,Electronic City,Night,Standard,3,125.36598581003284,4.350098199575894,0
226,Indiranagar,Evening,Basic,1,173.69967788301656,5.309407270463089,1
227,Whitefield,Evening,Basic,1,48.3104629229567,1.851787627591344,0
228,Koramangala,Evening,Basic,1,128.899807050432,3.957449207622046,0
229,Yelahanka,Morning,Standard,2,218.9215769920703,2.8343214709742677,1
230,Rajajinagar,Morning,Premium,6,125.80597327873464,7.255064045143708,0
231,Koramangala,Evening,Basic,3,73.8435443256281,2.979362820758322,0
232,Whitefield,Morning,Basic,6,122.67248890896953,1.9890597481739518,1
233,Rajajinagar,Afternoon,Basic,6,205.44549032234937,0.23870515561369254,0
234,Indiranagar,Evening,Premium,1,101.74446126170523,3.3313784417064225,0
235,Whitefield,Afternoon,Basic,3,63.00433713590628,2.27283296538591,0
236,Koramangala,Night,Basic,6,116.65560460935461,4.903448914587164,0
237,HSR Layout,Afternoon,Basic,4,69.7628576972411,4.555159796561572,0
238,Electronic City,Night,Standard,1,40.0,5.327821183498776,1
239,Yelahanka,Evening,Standard,1,177.68358163825852,0.8521050851757086,0
240,Koramangala,Night,Standard,1,192.40241934452166,0.0,1
241,Rajajinagar,Night,Basic,4,160.95048281854756,3.997546822681008,0
242,Whitefield,Afternoon,Standard,4,184.67414127866041,6.057960386143272,0
243,Electronic City,Afternoon,Basic,2,119.6818148198224,3.015934836553762,0
244,Whitefield,Afternoon,Basic,5,207.5877228412482,8.462667023661464,1
245,Rajajinagar,Evening,Standard,3,108.58223657615491,3.6913489037581044,1
246,Whitefield,Evening,Basic,5,140.02578385387852,2.160285029065416,1
247,HSR Layout,Afternoon,Standard,1,97.81658746952527,5.041109306093038,0
248,Electronic City,Evening,Basic,6,69.89429000483086,7.452565215024109,0
249,Electronic City,Evening,Basic,1,108.20727291150678,3.8922210253958935,1
250,Rajajinagar,Night,Premium,6,251.46085048085047,5.884201639059725,1
251,Yelahanka,Night,Standard,2,216.66783555070458,2.943238786716962,0
252,HSR Layout,Afternoon,Standard,5,178.75605621934605,2.9997417428830975,0
253,Koramangala,Evening,Premium,1,118.57239293144694,6.79650058374837,1
254,Whitefield,Night,Standard,5,117.43766435019154,0.0,0
255,Indiranagar,Morning,Premium,2,225.66494838672781,1.3773712116979064,1
256,Whitefield,Evening,Standard,5,141.11566889125606,5.451453827805146,1
257,Whitefield,Morning,Basic,6,179.53255746801358,3.140998941103767,0
258,Koramangala,Afternoon,Basic,3,112.31398965208793,4.746283393559719,0
259,Whitefield,Evening,Standard,2,125.13419466454539,5.332361505898159,0
260,HSR Layout,Afternoon,Basic,5,179.03347377974208,0.7046410176763915,0
261,HSR Layout,Afternoon,Basic,1,103.22983914217363,0.6840946955820568,1
262,Electronic City,Afternoon,Basic,4,157.41349214655202,6.882351411125301,1
263,Rajajinagar,Afternoon,Basic,4,104.98380471162108,3.034670757457899,1
264,Yelahanka,Afternoon,Basic,2,165.509107888265,2.3104367601671645,0
265,Indiranagar,Evening,Basic,4,103.48351235296549,4.925500699970311,0
266,Whitefield,Morning,Basic,3,227.62826103039015,6.448421385650889,1
267,Whitefield,Evening,Basic,2,136.78789107776606,5.946527501803964,1
268,Koramangala,Evening,Standard,1,178.7245611891592,5.154554427532102,1
269,Rajajinagar,Evening,Basic,1,138.96695478804753,6.894122131362928,0
270,HSR Layout,Night,Premium,2,114.93148274862196,5.273982663796229,1
271,Indiranagar,Night,Premium,4,168.7152015160611,2.6147074814327977,0
272,Electronic City,Evening,Standard,4,197.69007430308983,4.655391900906774,1
273,HSR Layout,Morning,Standard,1,67.58232037770857,5.958348638467027,0
274,Rajajinagar,Evening,Basic,3,146.55177021559015,1.9768319673532324,0
275,Yelahanka,Afternoon,Basic,6,134.59549140537044,2.581039943399615,0
276,Electronic City,Night,Premium,4,150.48855250482416,4.492849599047643,0
277,Yelahanka,Night,Basic,3,207.69239183745412,5.71812327303333,1
278,Koramangala,Evening,Premium,4,180.81388500912837,3.941858935745669,1
279,Koramangala,Evening,Standard,6,197.83246679346144,4.644803382120186,1
280,Whitefield,Morning,Basic,2,153.15514596999913,0.0,0
281,Yelahanka,Morning,Standard,5,118.31899452823578,7.998239747451301,0
282,Rajajinagar,Afternoon,Standard,1,40.0,5.939026822168944,0
283,Indiranagar,Evening,Basic,2,210.76613320100543,5.819431105135388,0
284,Electronic City,Evening,Basic,4,40.0,5.605597252681154,1
285,HSR Layout,Evening,Standard,6,219.37847628865828,5.826796079829853,1
286,Rajajinagar,Night,Standard,1,177.04638460782357,7.477640799047923,0
287,Rajajinagar,Afternoon,Basic,5,238.42766186448927,6.797403596284452,1
288,Koramangala,Morning,Basic,5,153.2855766808687,5.070285879829181,1
289,Yelahanka,Night,Premium,6,165.01500435395945,6.014194517852724,0
290,Whitefield,Night,Standard,6,130.73696507420794,4.694277280125561,0
291,Whitefield,Night,Standard,4,143.7895724246524,2.097819682406138,0
292,Electronic City,Night,Premium,1,103.76330287847463,2.729474564944496,0
293,Koramangala,Afternoon,Basic,4,134.12896832474829,2.9491791485785903,0
294,Rajajinagar,Evening,Standard,5,97.67456458362717,3.5747929210465097,0
295,Indiranagar,Morning,Premium,2,142.31119773713658,3.4063724231790746,0
296,Koramangala,Morning,Premium,2,138.717622607535,1.1128379175538106,1
297,Electronic City,Night,Basic,3,138.9912294271559,4.526597087481295,0
298,Electronic City,Night,Basic,5,135.48518735909286,5.844719855920757,0
299,Koramangala,Afternoon,Standard,5,109.09676725232812,2.836144815707452,0
300,Electronic City,Night,Basic,4,167.97737774048613,3.188790779094207,0
301,Koramangala,Morning,Premium,3,155.74551954192657,5.885927435440934,0
302,HSR Layout,Morning,Basic,6,153.81360492208378,4.4735116089825295,0
303,Koramangala,Evening,Basic,3,92.9109110874412,6.203579743644683,0
304,Yelahanka,Evening,Basic,1,173.66666971233812,5.837885458274842,0
305,Koramangala,Morning,Standard,4,101.81038007820253,2.0223493010128637,0
306,Electronic City,Morning,Premium,6,113.86170876383636,4.565990150315959,0
307,Yelahanka,Afternoon,Standard,6,144.58727675135916,5.5002975904111056,0
308,Electronic City,Afternoon,Premium,2,197.50777614045253,2.258927011673245,1
309,Whitefield,Morning,Basic,1,79.60878536120772,1.0827348524368752,1
310,Whitefield,Night,Basic,3,90.56705072548209,3.954119386552347,1
311,Yelahanka,Evening,Premium,2,41.85524937562873,0.0,0
312,HSR Layout,Morning,Premium,5,165.3105752997861,0.0,1
313,Whitefield,Night,Premium,4,123.13621648951717,5.501977548491027,0
314,Koramangala,Morning,Premium,3,161.2206156910799,2.100409725573128,0
315,Electronic City,Evening,Basic,5,156.91205892878506,3.245438349795196,0
316,Whitefield,Evening,Basic,6,179.40163186431946,4.602913344075177,0
317,Whitefield,Afternoon,Premium,3,140.07195860619734,3.89861874731532,0
318,HSR Layout,Afternoon,Basic,2,104.53489425695597,2.0825251249960544,0
319,Yelahanka,Afternoon,Basic,1,151.60067504516437,8.899339191057518,0
320,Yelahanka,Afternoon,Standard,2,160.72780522706546,3.8037025688058645,0
321,Rajajinagar,Evening,Basic,4,122.58239293925826,10.0,1
322,HSR Layout,Night,Premium,4,144.54168546317152,1.6505548661434042,0
323,Koramangala,Night,Basic,3,72.749562219225,3.0581174198213796,0
324,Yelahanka,Night,Premium,2,76.37539323160254,4.0615030348221115,1
325,Electronic City,Morning,Standard,1,56.977979102401875,4.186233038911753,0
326,HSR Layout,Afternoon,Standard,6,154.4279074728171,6.47511939958936,1
327,Whitefield,Afternoon,Standard,4,176.99824304417518,0.0,0
328,Electronic City,Evening,Basic,1,68.72106228132645,7.81776830312485,0
329,Electronic City,Evening,Standard,5,148.0556780140277,0.0,0
330,Whitefield,Morning,Standard,3,162.35805359823306,2.0567301581703674,0
331,HSR Layout,Morning,Standard,1,120.03475557193369,4.12961170687983,1
332,Whitefield,Night,Basic,3,220.07744639029028,5.025531387490252,1
333,Rajajinagar,Evening,Basic,5,67.14309018831041,3.501484335463804,0
334,Electronic City,Afternoon,Basic,1,121.12204527717454,2.80358259420774,1
335,Indiranagar,Night,Standard,1,40.0,4.018153953654153,0
336,Indiranagar,Afternoon,Basic,6,157.28135870942148,3.0056708103726777,0
337,Koramangala,Night,Premium,5,103.40373724772559,6.708977697299435,1
338,Yelahanka,Afternoon,Standard,2,41.21442910567846,5.72922775287039,0
339,Whitefield,Morning,Premium,1,169.70049551536619,5.116840081982023,1
340,Whitefield,Night,Premium,6,132.15686875388033,6.5570132705823045,1
341,Koramangala,Afternoon,Basic,1,124.65116249315705,4.870371347193805,0
342,Koramangala,Afternoon,Premium,6,196.37191911980864,3.4035916274372964,1
343,Koramangala,Evening,Standard,4,100.93853113239634,0.0,0
344,Electronic City,Night,Premium,2,172.1976298885586,8.658431074980042,1
345,Rajajinagar,Afternoon,Premium,1,179.46500368797575,6.807394587745258,1
346,Whitefield,Evening,Basic,5,111.87492669173271,0.9767414379179065,0
347,Electronic City,Afternoon,Basic,3,140.4234075242945,5.83082523566668,0
348,Koramangala,Night,Standard,5,223.93716082895529,5.152371269656356,1
349,Whitefield,Morning,Standard,2,89.51043271448121,1.6418031897998433,1
350,Electronic City,Night,Basic,4,167.74653840221296,7.463262796235041,1
351,Rajajinagar,Night,Basic,4,143.10555658582157,4.413341861839314,0
352,Electronic City,Afternoon,Basic,4,203.5342360593407,1.130084088588355,1
353,Rajajinagar,Afternoon,Standard,6,138.31328594268865,0.9557834837778278,0
354,Koramangala,Night,Premium,5,174.28765295558915,5.039928758819013,1
355,Rajajinagar,Evening,Premium,3,59.974061929568435,1.6128472013216566,0
356,Whitefield,Evening,Standard,3,40.0,2.162481438465936,0
357,Koramangala,Evening,Basic,6,87.53805394105794,5.061590475333795,1
358,Whitefield,Afternoon,Basic,1,117.92271384459895,2.3484925494611577,0
359,Indiranagar,Afternoon,Standard,6,122.29130517303932,2.825427266950011,1
360,HSR Layout,Night,Premium,3,194.61395404092062,2.02533249215234,1
361,Rajajinagar,Morning,Basic,3,120.35057630022405,5.681250950029151,1
362,HSR Layout,Afternoon,Standard,1,141.1913106689454,7.096211704773292,0
363,HSR Layout,Night,Premium,5,146.9780479123072,0.0,0
364,Rajajinagar,Night,Premium,5,108.42490662287756,1.5396635026160213,0
365,Koramangala,Morning,Basic,2,139.08471331406224,0.0,0
366,Indiranagar,Evening,Basic,5,192.55805212657037,4.316264093006225,1
367,Whitefield,Night,Basic,4,154.95956079541918,4.5121684887385705,0
368,Electronic City,Night,Standard,4,169.6603677981221,1.6257086374636716,1
369,Whitefield,Night,Premium,2,156.66101503160723,2.9082146913699254,1
370,Electronic City,Evening,Basic,3,222.35620833180718,5.144979544406114,1
371,Whitefield,Evening,Basic,2,87.37999326786093,7.880341344146983,1
372,Rajajinagar,Morning,Premium,1,265.0308693982147,2.150752757897103,1
373,Indiranagar,Afternoon,Standard,2,189.8170935492123,4.273643184209071,0
374,Electronic City,Evening,Premium,2,198.90696226928375,5.364804206492891,0
375,Yelahanka,Afternoon,Basic,6,205.49772318918673,8.493026386215448,1
376,Koramangala,Afternoon,Standard,4,191.81718264842345,5.005111329825542,1
377,Whitefield,Evening,Basic,1,75.49451729524165,8.772706778769127,0
378,Whitefield,Night,Basic,6,83.34966636970461,0.3965375429741762,0
